return_id,order_id,product_id,return_reason,return_datetime,refund_amount
R00003736,O00054940,P00616,Not as described,2025-03-11 19:14:05,2921.75
R00003737,O00054966,P00770,Damaged,2025-08-14 08:11:56,627.03
R00003738,O00054970,P00282,Not as described,2025-05-15 10:08:33,103855.58
R00003739,O00054981,P00211,Damaged,2025-05-02 00:17:43,985.15
R00003740,O00054984,P00014,Damaged,2024-12-11 21:22:08,2606.41
R00003741,O00055005,P00209,Damaged,2024-12-21 04:36:07,1610.07
R00003742,O00055014,P00319,Not as described,2025-01-02 23:43:42,1618.7
R00003743,O00055034,P00155,Damaged,2025-07-05 09:41:00,260982.96
R00003744,O00055036,P00639,Buyer remorse,2025-04-07 23:40:04,204391.46
R00003745,O00055070,P00543,Not as described,2025-05-01 05:56:55,36394.86
R00003746,O00055080,P00128,Damaged,2025-05-01 17:40:01,56436.33
R00003747,O00055090,P00452,Buyer remorse,2025-05-14 16:55:23,1548.7
R00003748,O00055095,P00330,Buyer remorse,2025-05-23 08:17:03,475.29
R00003749,O00055096,P00249,Buyer remorse,2025-01-22 21:10:32,7281.94
R00003750,O00055106,P00053,Wrong item,2024-08-20 10:34:44,13844.61
R00003751,O00055113,P00339,Damaged,2025-01-04 03:07:02,6614.48
R00003752,O00055135,P00483,Not as described,2025-08-07 20:23:46,2838.01
R00003753,O00055137,P00426,Buyer remorse,2024-09-14 04:23:32,3951.97
R00003754,O00055151,P00332,Not as described,2024-09-12 00:02:22,11534.15
R00003755,O00055155,P00376,Buyer remorse,2025-08-15 10:00:57,2172.02
R00003756,O00055171,P00379,Wrong item,2024-09-21 23:13:19,516.0
R00003757,O00055196,P00125,Wrong item,2025-08-04 13:50:32,1865.98
R00003758,O00055199,P00045,Damaged,2025-08-13 13:24:42,1257.99
R00003759,O00055204,P00005,Buyer remorse,2024-08-18 14:21:59,1572.6
R00003760,O00055219,P00351,Wrong item,2024-11-05 14:42:24,4805.08
R00003761,O00055223,P00073,Damaged,2025-04-16 23:56:04,685939.43
R00003762,O00055231,P00265,Not as described,2025-03-26 03:34:18,5568.13
R00003763,O00055238,P00120,Wrong item,2024-08-21 23:08:31,27820.34
R00003764,O00055246,P00764,Damaged,2025-01-11 13:39:05,2435.01
R00003765,O00055295,P00498,Wrong item,2025-07-25 12:55:04,446383.54
R00003766,O00055300,P00461,Damaged,2025-05-21 16:43:02,6775.87
R00003767,O00055328,P00441,Not as described,2025-04-30 06:30:18,205530.17
R00003768,O00055333,P00097,Not as described,2025-06-23 22:44:16,1176.96
R00003769,O00055351,P00292,Buyer remorse,2025-02-17 19:38:27,2513.18
R00003770,O00055370,P00334,Damaged,2025-04-24 04:59:55,4946.41
R00003771,O00055408,P00538,Buyer remorse,2024-11-14 09:07:00,54119.16
R00003772,O00055409,P00063,Wrong item,2024-11-19 15:35:15,2263.25
R00003773,O00055413,P00397,Wrong item,2025-03-10 23:06:14,501.76
R00003774,O00055426,P00048,Damaged,2025-01-14 11:43:30,260.82
R00003775,O00055429,P00141,Buyer remorse,2025-07-24 13:41:28,25.04
R00003776,O00055472,P00560,Wrong item,2025-06-19 19:23:40,1699.84
R00003777,O00055507,P00721,Buyer remorse,2025-08-01 09:25:40,163.41
R00003778,O00055535,P00541,Wrong item,2024-11-07 04:40:42,3233.79
R00003779,O00055536,P00681,Buyer remorse,2025-07-30 02:45:20,7467.23
R00003780,O00055572,P00263,Not as described,2025-02-10 06:26:12,786009.26
R00003781,O00055579,P00100,Wrong item,2025-03-28 16:18:45,369.47
R00003782,O00055593,P00558,Wrong item,2024-11-23 21:57:54,107873.74
R00003783,O00055601,P00672,Wrong item,2024-09-09 09:21:01,699.01
R00003784,O00055610,P00552,Wrong item,2025-06-05 04:16:49,3223.87
R00003785,O00055620,P00225,Wrong item,2025-01-09 06:15:50,219.83
R00003786,O00055621,P00221,Buyer remorse,2025-07-01 13:19:57,584.32
R00003787,O00055624,P00123,Wrong item,2025-06-17 14:45:00,4601.1
R00003788,O00055643,P00558,Buyer remorse,2024-10-16 11:34:47,58557.27
R00003789,O00055651,P00599,Buyer remorse,2024-09-13 16:08:07,1987.75
R00003790,O00055655,P00218,Buyer remorse,2025-07-08 16:46:57,12481.88
R00003791,O00055670,P00168,Buyer remorse,2024-09-20 11:36:51,140.82
R00003792,O00055677,P00425,Wrong item,2024-10-15 06:59:37,586.61
R00003793,O00055704,P00065,Wrong item,2025-07-29 13:18:41,3606.73
R00003794,O00055715,P00772,Wrong item,2024-11-26 02:05:16,129.98
R00003795,O00055716,P00146,Not as described,2025-02-14 06:08:03,1039.91
R00003796,O00055721,P00309,Buyer remorse,2025-03-25 00:55:30,211796.04
R00003797,O00055727,P00501,Damaged,2025-04-05 10:45:54,7139.73
R00003798,O00055728,P00666,Damaged,2025-01-30 04:52:02,1256.47
R00003799,O00055736,P00784,Buyer remorse,2024-12-11 01:15:51,831.86
R00003800,O00055771,P00059,Damaged,2025-01-25 10:59:53,279790.59
R00003801,O00055773,P00712,Damaged,2025-04-24 18:18:28,410.22
R00003802,O00055790,P00296,Wrong item,2025-07-19 08:57:28,1732.75
R00003803,O00055800,P00692,Buyer remorse,2024-11-26 01:40:24,67447.44
R00003804,O00055811,P00618,Wrong item,2024-12-14 23:00:42,213799.97
R00003805,O00055824,P00632,Buyer remorse,2025-03-14 11:02:11,700.7
R00003806,O00055841,P00698,Wrong item,2024-09-06 22:57:07,692.1
R00003807,O00055846,P00395,Buyer remorse,2024-11-12 20:00:41,446541.99
R00003808,O00055852,P00336,Wrong item,2025-04-16 23:23:44,2570.59
R00003809,O00055869,P00052,Wrong item,2024-10-15 16:30:35,138061.22
R00003810,O00055874,P00309,Wrong item,2025-04-30 16:28:36,642.09
R00003811,O00055883,P00644,Buyer remorse,2024-11-08 23:52:45,108499.28
R00003812,O00055902,P00607,Wrong item,2025-01-03 04:23:57,4639.88
R00003813,O00055915,P00796,Not as described,2024-09-25 19:44:45,2134.17
R00003814,O00055918,P00497,Wrong item,2024-09-23 17:50:56,160287.87
R00003815,O00055937,P00587,Not as described,2025-06-04 02:12:02,562950.32
R00003816,O00055963,P00782,Not as described,2024-12-28 20:59:21,364.2
R00003817,O00056003,P00736,Not as described,2025-08-03 09:31:45,695.23
R00003818,O00056024,P00686,Buyer remorse,2025-01-30 19:34:27,2566.57
R00003819,O00056026,P00524,Not as described,2025-01-09 08:27:45,103.23
R00003820,O00056027,P00751,Buyer remorse,2025-07-07 12:00:20,229789.68
R00003821,O00056032,P00261,Damaged,2025-01-30 14:17:54,3347.44
R00003822,O00056056,P00799,Wrong item,2024-10-16 20:31:51,2195.85
R00003823,O00056058,P00682,Not as described,2024-11-15 01:10:31,3831.91
R00003824,O00056060,P00169,Not as described,2024-10-13 06:49:21,2682.04
R00003825,O00056070,P00465,Not as described,2025-08-01 15:08:38,388879.77
R00003826,O00056074,P00665,Not as described,2025-01-14 20:31:15,286725.67
R00003827,O00056143,P00605,Not as described,2025-04-23 15:10:07,2963.44
R00003828,O00056160,P00428,Wrong item,2025-01-15 06:43:43,1751.14
R00003829,O00056194,P00045,Wrong item,2025-03-08 16:16:20,692.75
R00003830,O00056196,P00528,Buyer remorse,2024-10-26 11:28:40,3125.64
R00003831,O00056207,P00158,Wrong item,2025-02-09 10:21:05,5092.08
R00003832,O00056213,P00665,Wrong item,2025-08-07 17:22:00,458.55
R00003833,O00056247,P00482,Not as described,2025-05-13 07:39:46,1643.19
R00003834,O00056249,P00381,Buyer remorse,2024-10-07 21:28:36,591292.74
R00003835,O00056263,P00056,Wrong item,2025-06-14 01:05:42,2606.71
R00003836,O00056281,P00517,Damaged,2024-09-06 10:23:14,2694.74
R00003837,O00056294,P00541,Damaged,2024-10-19 18:50:43,279078.3
R00003838,O00056296,P00190,Buyer remorse,2025-08-06 10:44:08,8908.35
R00003839,O00056300,P00670,Damaged,2025-04-16 15:53:30,186042.47
R00003840,O00056305,P00578,Wrong item,2024-11-04 19:18:35,319.93
R00003841,O00056321,P00413,Not as described,2025-06-04 12:18:04,166539.02
R00003842,O00056346,P00496,Buyer remorse,2024-10-15 22:20:48,231517.14
R00003843,O00056347,P00210,Wrong item,2025-04-30 17:49:30,1592.79
R00003844,O00056356,P00575,Wrong item,2024-12-02 14:54:36,3282.46
R00003845,O00056372,P00061,Wrong item,2025-07-19 02:04:10,1875.4
R00003846,O00056441,P00164,Buyer remorse,2025-08-18 03:39:05,669836.84
R00003847,O00056445,P00068,Buyer remorse,2024-08-23 19:47:58,1078.24
R00003848,O00056446,P00671,Not as described,2025-03-23 04:26:15,2595.11
R00003849,O00056449,P00182,Wrong item,2025-02-26 08:24:42,619.86
R00003850,O00056455,P00427,Not as described,2025-01-21 18:36:25,3173.35
R00003851,O00056477,P00583,Damaged,2024-10-02 08:23:20,284902.48
R00003852,O00056484,P00466,Not as described,2025-01-25 21:52:12,826.15
R00003853,O00056488,P00376,Wrong item,2025-05-19 11:02:53,1791.21
R00003854,O00056494,P00595,Buyer remorse,2025-08-08 20:20:34,2369.95
R00003855,O00056508,P00675,Buyer remorse,2024-11-12 01:07:19,72670.09
R00003856,O00056509,P00416,Damaged,2024-09-04 10:40:34,6021.89
R00003857,O00056522,P00056,Not as described,2025-01-29 23:11:55,2024.43
R00003858,O00056529,P00256,Wrong item,2024-09-03 02:57:31,4784.29
R00003859,O00056563,P00490,Buyer remorse,2024-10-25 16:09:56,562.46
R00003860,O00056617,P00151,Not as described,2025-05-08 16:41:52,2625.78
R00003861,O00056620,P00227,Wrong item,2025-04-20 18:23:19,3842.61
R00003862,O00056628,P00701,Wrong item,2025-01-10 23:36:40,175209.26
R00003863,O00056634,P00352,Buyer remorse,2024-10-05 05:10:27,410058.71
R00003864,O00056660,P00293,Buyer remorse,2025-07-27 11:30:58,2459.55
R00003865,O00056669,P00509,Wrong item,2024-09-13 19:13:20,275560.87
R00003866,O00056707,P00656,Buyer remorse,2024-11-10 19:15:39,826.71
R00003867,O00056709,P00351,Buyer remorse,2024-09-04 06:31:32,319367.02
R00003868,O00056720,P00644,Wrong item,2025-03-24 11:41:53,693.97
R00003869,O00056732,P00496,Not as described,2025-04-28 14:30:10,970.41
R00003870,O00056736,P00504,Damaged,2024-12-21 14:09:57,2506.58
R00003871,O00056752,P00562,Buyer remorse,2025-04-09 02:14:01,529.14
R00003872,O00056762,P00239,Not as described,2025-01-17 12:31:57,401.02
R00003873,O00056766,P00414,Not as described,2025-06-03 17:23:19,80.09
R00003874,O00056773,P00346,Not as described,2025-03-20 02:46:15,1218.15
R00003875,O00056792,P00718,Not as described,2025-08-08 07:03:00,65950.08
R00003876,O00056800,P00456,Damaged,2025-05-20 21:02:19,1194.92
R00003877,O00056817,P00772,Damaged,2025-02-23 21:58:15,28544.21
R00003878,O00056846,P00492,Wrong item,2024-09-13 12:45:19,1239.95
R00003879,O00056849,P00229,Damaged,2024-10-18 22:48:34,10316.23
R00003880,O00056880,P00632,Buyer remorse,2025-03-08 20:15:14,38148.34
R00003881,O00056894,P00700,Buyer remorse,2025-08-03 18:39:51,50.85
R00003882,O00056907,P00481,Wrong item,2025-06-09 14:11:51,2345.79
R00003883,O00056927,P00073,Buyer remorse,2025-08-23 06:44:16,3330.87
R00003884,O00056954,P00091,Not as described,2025-03-18 14:39:24,161.88
R00003885,O00056978,P00152,Buyer remorse,2024-09-12 19:09:39,888.68
R00003886,O00057001,P00649,Wrong item,2025-04-10 00:50:22,27467.52
R00003887,O00057021,P00569,Wrong item,2025-03-09 03:34:51,15755.43
R00003888,O00057040,P00500,Not as described,2025-01-01 18:49:53,960.25
R00003889,O00057053,P00252,Buyer remorse,2024-11-22 04:15:35,156846.92
R00003890,O00057065,P00259,Damaged,2025-08-25 05:15:22,1831.05
R00003891,O00057068,P00494,Not as described,2024-11-30 06:16:11,143.2
R00003892,O00057078,P00222,Not as described,2024-09-02 03:44:57,1755.9
R00003893,O00057105,P00294,Wrong item,2024-12-17 09:27:43,140538.37
R00003894,O00057121,P00235,Wrong item,2025-04-03 13:55:24,802.62
R00003895,O00057139,P00606,Not as described,2024-12-23 20:30:20,157231.48
R00003896,O00057147,P00052,Wrong item,2024-10-31 04:07:18,7588.15
R00003897,O00057152,P00231,Not as described,2025-04-13 14:46:51,296077.23
R00003898,O00057158,P00052,Buyer remorse,2025-01-26 13:44:13,104066.64
R00003899,O00057172,P00182,Wrong item,2025-05-26 05:20:25,2380.08
R00003900,O00057177,P00017,Not as described,2025-03-14 11:19:37,1478.91
R00003901,O00057198,P00174,Wrong item,2025-01-10 17:05:39,3046.94
R00003902,O00057246,P00305,Wrong item,2025-06-04 20:01:39,2571.88
R00003903,O00057271,P00437,Wrong item,2025-06-07 17:19:24,1194.99
R00003904,O00057275,P00351,Damaged,2024-12-05 18:55:52,2282.47
R00003905,O00057284,P00633,Damaged,2025-02-26 13:53:46,7767.06
R00003906,O00057308,P00559,Wrong item,2025-06-17 02:00:03,465.47
R00003907,O00057315,P00517,Wrong item,2025-03-13 01:36:20,601856.54
R00003908,O00057317,P00712,Buyer remorse,2025-06-08 17:02:31,849.91
R00003909,O00057319,P00586,Buyer remorse,2025-02-20 23:24:18,2236.8
R00003910,O00057325,P00170,Not as described,2025-03-30 05:37:24,56.81
R00003911,O00057331,P00738,Buyer remorse,2025-07-07 18:25:35,98221.53
R00003912,O00057341,P00477,Damaged,2025-04-23 14:51:47,498022.3
R00003913,O00057342,P00139,Wrong item,2024-12-13 04:44:07,134.54
R00003914,O00057370,P00138,Not as described,2025-03-04 18:47:20,2455.35
R00003915,O00057384,P00597,Damaged,2024-09-29 17:10:04,406.95
R00003916,O00057387,P00099,Buyer remorse,2025-06-08 07:25:34,4171.65
R00003917,O00057390,P00663,Not as described,2025-04-11 06:36:36,52933.64
R00003918,O00057399,P00255,Buyer remorse,2024-11-20 16:34:24,3729.44
R00003919,O00057406,P00176,Wrong item,2025-05-25 02:16:43,1863.65
R00003920,O00057415,P00779,Damaged,2024-09-10 19:55:13,329192.71
R00003921,O00057419,P00578,Wrong item,2024-09-01 02:26:03,380.91
R00003922,O00057440,P00422,Buyer remorse,2024-08-18 16:18:55,1985.46
R00003923,O00057449,P00130,Wrong item,2024-10-25 10:56:42,1025.37
R00003924,O00057466,P00591,Not as described,2024-09-09 21:57:51,2246.6
R00003925,O00057500,P00203,Buyer remorse,2024-09-30 21:21:26,767.7
R00003926,O00057506,P00535,Wrong item,2025-03-24 08:05:48,4209.83
R00003927,O00057509,P00770,Buyer remorse,2024-09-04 08:07:42,199.67
R00003928,O00057530,P00026,Not as described,2024-08-25 17:47:47,444.97
R00003929,O00057533,P00583,Buyer remorse,2025-07-10 15:03:46,491331.65
R00003930,O00057545,P00461,Buyer remorse,2024-11-02 00:39:04,251661.4
R00003931,O00057548,P00265,Buyer remorse,2025-08-15 12:37:15,1595.53
R00003932,O00057578,P00149,Wrong item,2025-07-01 00:14:59,2240.6
R00003933,O00057579,P00119,Damaged,2025-05-16 02:18:35,1366.92
R00003934,O00057581,P00235,Damaged,2024-12-21 01:00:53,8447.17
R00003935,O00057594,P00289,Buyer remorse,2025-06-19 12:37:56,760.83
R00003936,O00057597,P00588,Damaged,2024-10-29 09:12:44,57567.77
R00003937,O00057639,P00775,Not as described,2025-01-10 22:52:04,5255.24
R00003938,O00057647,P00797,Damaged,2024-10-09 10:39:07,44058.59
R00003939,O00057658,P00665,Not as described,2024-09-10 21:39:08,1652.79
R00003940,O00057671,P00375,Wrong item,2025-03-06 02:33:40,3908.88
R00003941,O00057683,P00486,Damaged,2025-02-01 22:03:45,375438.08
R00003942,O00057685,P00277,Damaged,2025-03-30 14:53:59,3467.47
R00003943,O00057708,P00610,Damaged,2025-04-26 18:29:34,150138.78
R00003944,O00057725,P00387,Damaged,2024-11-25 21:17:25,272838.77
R00003945,O00057742,P00569,Wrong item,2025-01-09 09:57:21,328.79
R00003946,O00057763,P00682,Buyer remorse,2025-08-16 10:25:34,1753.36
R00003947,O00057791,P00666,Wrong item,2025-05-30 05:50:20,600.24
R00003948,O00057792,P00575,Not as described,2025-04-01 14:35:38,253451.33
R00003949,O00057796,P00052,Damaged,2025-02-18 17:10:50,3193.83
R00003950,O00057804,P00755,Wrong item,2025-04-06 15:35:04,4254.35
R00003951,O00057844,P00335,Damaged,2024-10-06 20:50:29,146.99
R00003952,O00057857,P00483,Damaged,2024-08-29 14:26:11,688239.73
R00003953,O00057873,P00383,Damaged,2025-01-17 06:56:38,376378.61
R00003954,O00057891,P00503,Buyer remorse,2025-01-29 11:45:49,3657.45
R00003955,O00057899,P00686,Wrong item,2025-06-25 15:01:19,1816.09
R00003956,O00057912,P00188,Not as described,2025-04-22 00:12:59,2644.49
R00003957,O00057924,P00057,Not as described,2025-01-17 18:11:34,387.71
R00003958,O00057931,P00694,Damaged,2024-11-02 12:43:39,3473.13
R00003959,O00057942,P00759,Not as described,2025-08-10 01:53:53,1372.06
R00003960,O00057955,P00298,Not as described,2025-03-04 16:32:58,270501.25
R00003961,O00057957,P00255,Damaged,2025-01-28 12:00:04,1347.47
R00003962,O00057971,P00221,Wrong item,2025-01-09 13:40:31,418.99
R00003963,O00057973,P00189,Not as described,2025-05-25 17:52:51,205548.69
R00003964,O00057988,P00338,Buyer remorse,2025-04-09 11:04:45,3627.27
R00003965,O00057993,P00147,Damaged,2025-01-18 00:48:32,1206.86
R00003966,O00057997,P00054,Damaged,2024-09-14 00:58:03,1482.73
R00003967,O00058009,P00551,Wrong item,2025-07-04 21:52:19,3508.95
R00003968,O00058046,P00223,Buyer remorse,2025-07-19 18:21:26,424.26
R00003969,O00058053,P00418,Damaged,2024-11-06 15:39:57,1415.05
R00003970,O00058054,P00635,Buyer remorse,2025-07-27 10:22:33,121375.94
R00003971,O00058066,P00025,Buyer remorse,2025-07-15 01:49:58,745599.36
R00003972,O00058067,P00471,Wrong item,2024-08-30 08:33:34,51316.81
R00003973,O00058068,P00445,Not as described,2024-09-21 09:24:56,3434.9
R00003974,O00058074,P00499,Wrong item,2025-08-18 19:15:45,89932.21
R00003975,O00058115,P00609,Damaged,2024-10-31 08:31:18,486.87
R00003976,O00058132,P00061,Wrong item,2025-03-25 08:37:28,1768.6
R00003977,O00058141,P00719,Buyer remorse,2025-03-21 17:24:30,291552.49
R00003978,O00058145,P00223,Not as described,2024-09-28 11:44:48,195407.64
R00003979,O00058155,P00498,Not as described,2025-06-14 02:08:39,53067.45
R00003980,O00058157,P00504,Damaged,2025-02-16 01:19:31,2116.36
R00003981,O00058170,P00749,Buyer remorse,2024-12-13 09:11:10,132430.93
R00003982,O00058176,P00121,Wrong item,2025-04-27 08:05:15,208588.21
R00003983,O00058193,P00262,Wrong item,2025-07-19 00:06:20,1893.92
R00003984,O00058201,P00613,Damaged,2025-05-03 18:50:57,3465.19
R00003985,O00058215,P00144,Buyer remorse,2025-01-23 09:47:13,9.92
R00003986,O00058245,P00369,Damaged,2025-07-14 02:06:23,513.79
R00003987,O00058278,P00530,Wrong item,2024-10-10 05:53:52,378.89
R00003988,O00058286,P00636,Damaged,2024-12-03 16:38:17,71.3
R00003989,O00058293,P00074,Buyer remorse,2025-08-06 19:55:15,333.24
R00003990,O00058299,P00686,Not as described,2025-07-28 11:08:22,414844.71
R00003991,O00058318,P00550,Wrong item,2025-05-02 05:19:54,770.71
R00003992,O00058321,P00490,Not as described,2024-10-21 00:02:23,957.12
R00003993,O00058354,P00744,Not as described,2024-12-18 00:59:26,2147.38
R00003994,O00058358,P00125,Wrong item,2024-11-29 04:18:08,901.37
R00003995,O00058364,P00062,Wrong item,2025-01-31 04:25:47,4955.1
R00003996,O00058367,P00301,Buyer remorse,2025-02-14 11:32:19,338941.72
R00003997,O00058380,P00725,Wrong item,2025-06-30 15:43:51,4534.48
R00003998,O00058398,P00074,Damaged,2024-08-23 12:41:26,137.54
R00003999,O00058405,P00304,Buyer remorse,2025-01-24 23:59:58,475.62
R00004000,O00058436,P00090,Damaged,2024-12-11 06:51:54,1496.05
R00004001,O00058454,P00126,Not as described,2025-08-04 00:31:03,1242.19
R00004002,O00058462,P00733,Wrong item,2024-12-28 03:00:53,726.42
R00004003,O00058464,P00090,Buyer remorse,2024-09-08 04:10:47,171598.81
R00004004,O00058483,P00387,Not as described,2025-07-24 15:27:09,1404.98
R00004005,O00058514,P00226,Not as described,2025-01-20 15:41:03,4342.0
R00004006,O00058515,P00398,Not as described,2024-11-15 03:31:46,262591.89
R00004007,O00058517,P00575,Damaged,2025-05-04 08:34:30,2695.87
R00004008,O00058532,P00351,Damaged,2025-03-31 23:01:54,495983.51
R00004009,O00058538,P00604,Wrong item,2024-09-27 11:31:07,501.67
R00004010,O00058539,P00046,Not as described,2025-07-22 05:43:31,1288.88
R00004011,O00058571,P00061,Buyer remorse,2024-10-01 13:12:17,1638.41
R00004012,O00058587,P00256,Wrong item,2025-04-16 15:33:11,4288.28
R00004013,O00058592,P00530,Damaged,2025-07-07 01:00:13,28345.88
R00004014,O00058598,P00450,Wrong item,2024-11-26 07:06:21,1054.19
R00004015,O00058609,P00740,Wrong item,2025-01-02 05:12:05,130655.75
R00004016,O00058614,P00316,Buyer remorse,2025-04-12 18:13:18,89690.79
R00004017,O00058616,P00444,Not as described,2024-10-30 12:25:09,2592.4
R00004018,O00058662,P00144,Wrong item,2025-02-22 13:37:58,55.4
R00004019,O00058692,P00314,Buyer remorse,2024-12-21 23:31:05,896.52
R00004020,O00058717,P00465,Wrong item,2025-07-15 12:25:43,797.22
R00004021,O00058719,P00559,Damaged,2025-02-26 08:18:04,383.48
R00004022,O00058732,P00638,Wrong item,2025-01-12 19:29:56,2670.32
R00004023,O00058738,P00185,Wrong item,2025-04-21 17:12:44,1043.7
R00004024,O00058753,P00644,Wrong item,2024-10-06 15:06:12,1512.24
R00004025,O00058760,P00046,Wrong item,2025-03-21 10:06:40,1460.3
R00004026,O00058775,P00112,Not as described,2024-10-17 05:01:08,1859.67
R00004027,O00058817,P00689,Damaged,2024-09-02 20:46:40,1171.22
R00004028,O00058820,P00512,Wrong item,2025-03-19 17:51:38,167208.78
R00004029,O00058824,P00489,Damaged,2025-07-14 07:12:48,1459.23
R00004030,O00058825,P00629,Damaged,2025-03-12 01:09:41,301.6
R00004031,O00058845,P00559,Buyer remorse,2024-09-23 02:59:18,678.43
R00004032,O00058863,P00178,Damaged,2025-05-13 04:31:00,2351.0
R00004033,O00058867,P00354,Not as described,2025-08-21 17:42:44,1705.04
R00004034,O00058901,P00302,Wrong item,2025-08-04 12:12:11,77359.93
R00004035,O00058902,P00178,Damaged,2024-12-20 14:27:59,1425.34
R00004036,O00058903,P00155,Not as described,2025-06-29 18:23:33,383855.14
R00004037,O00058917,P00035,Not as described,2025-04-04 16:43:46,312758.81
R00004038,O00058936,P00508,Buyer remorse,2025-07-17 23:49:41,538.2
R00004039,O00058981,P00720,Buyer remorse,2025-02-02 04:32:13,45646.39
R00004040,O00058986,P00013,Damaged,2024-11-28 11:47:35,3098.62
R00004041,O00059008,P00375,Damaged,2024-08-26 09:39:50,4074.74
R00004042,O00059022,P00647,Wrong item,2025-01-12 06:46:35,34.9
R00004043,O00059043,P00352,Wrong item,2024-09-11 23:42:17,4610.97
R00004044,O00059054,P00033,Buyer remorse,2025-01-11 05:30:19,6486.08
R00004045,O00059074,P00569,Not as described,2025-03-15 14:53:01,294.66
R00004046,O00059184,P00576,Damaged,2024-11-03 12:26:27,2065.17
R00004047,O00059188,P00092,Damaged,2025-03-09 22:40:55,2069.38
R00004048,O00059192,P00541,Not as described,2024-11-22 03:17:34,3932.51
R00004049,O00059199,P00364,Damaged,2025-01-17 03:50:30,2935.71
R00004050,O00059211,P00454,Buyer remorse,2025-06-22 07:13:41,10199.21
R00004051,O00059218,P00235,Damaged,2025-07-06 20:52:58,1079.86
R00004052,O00059225,P00014,Damaged,2024-10-04 06:06:35,1661.53
R00004053,O00059238,P00273,Damaged,2025-05-24 09:09:02,1051.48
R00004054,O00059263,P00790,Buyer remorse,2024-10-27 13:20:34,1102.23
R00004055,O00059268,P00672,Damaged,2025-08-03 17:57:35,124886.32
R00004056,O00059269,P00595,Buyer remorse,2025-05-09 14:08:24,10.5
R00004057,O00059284,P00250,Damaged,2024-09-17 07:01:18,50560.39
R00004058,O00059338,P00386,Wrong item,2025-01-26 01:13:58,660020.53
R00004059,O00059373,P00331,Buyer remorse,2025-04-03 14:10:44,358237.26
R00004060,O00059431,P00423,Wrong item,2025-06-12 02:38:32,522266.22
R00004061,O00059471,P00643,Damaged,2025-04-30 12:17:26,65519.02
R00004062,O00059476,P00242,Not as described,2025-01-26 02:10:44,2284.33
R00004063,O00059532,P00060,Not as described,2024-11-02 22:25:26,662.06
R00004064,O00059567,P00493,Not as described,2025-05-12 13:33:14,40816.26
R00004065,O00059593,P00447,Not as described,2025-07-19 15:06:10,5513.4
R00004066,O00059597,P00440,Buyer remorse,2024-10-20 00:20:20,225380.35
R00004067,O00059603,P00154,Damaged,2024-12-15 10:15:09,23198.2
R00004068,O00059618,P00020,Wrong item,2025-06-23 22:18:53,2537.86
R00004069,O00059620,P00073,Wrong item,2025-01-16 00:27:03,185514.32
R00004070,O00059654,P00482,Damaged,2025-01-30 06:54:48,65520.06
R00004071,O00059682,P00745,Damaged,2024-11-15 02:01:11,45704.97
R00004072,O00059683,P00591,Buyer remorse,2025-01-07 11:06:16,2523.85
R00004073,O00059690,P00064,Wrong item,2025-08-01 00:28:19,2576.46
R00004074,O00059691,P00037,Buyer remorse,2025-03-13 14:13:16,744.09
R00004075,O00059702,P00636,Buyer remorse,2024-09-10 11:41:30,4717.3
R00004076,O00059727,P00636,Damaged,2024-10-17 20:32:18,68.94
R00004077,O00059749,P00145,Not as described,2025-06-08 19:35:05,2570.4
R00004078,O00059756,P00149,Damaged,2025-07-29 09:10:49,5167.92
R00004079,O00059786,P00617,Damaged,2024-09-17 08:19:05,821294.49
R00004080,O00059814,P00530,Wrong item,2025-04-26 05:17:13,393.2
R00004081,O00059827,P00335,Damaged,2025-07-31 09:30:45,94.35
R00004082,O00059841,P00420,Wrong item,2024-11-27 11:13:33,8760.37
R00004083,O00059850,P00544,Damaged,2025-06-21 01:51:08,363.62
R00004084,O00059851,P00621,Wrong item,2025-01-21 15:49:02,137.44
R00004085,O00059854,P00188,Damaged,2025-05-13 20:59:43,4598.33
R00004086,O00059860,P00056,Wrong item,2025-06-09 05:44:53,2336.45
R00004087,O00059861,P00488,Damaged,2024-12-30 04:03:56,1362.85
R00004088,O00059881,P00070,Buyer remorse,2024-12-19 06:55:57,419323.69
R00004089,O00059886,P00599,Damaged,2025-01-07 19:51:47,2388.14
R00004090,O00059896,P00536,Not as described,2024-08-27 22:25:43,1956.16
R00004091,O00059916,P00251,Buyer remorse,2025-08-12 01:44:00,702.25
R00004092,O00059924,P00350,Not as described,2025-03-17 11:43:07,5109.94
R00004093,O00059932,P00478,Not as described,2024-11-04 12:56:51,564218.5
R00004094,O00059942,P00360,Damaged,2025-08-20 12:21:01,13192.5
R00004095,O00059950,P00786,Wrong item,2025-06-06 23:35:02,147.65
R00004096,O00059965,P00550,Buyer remorse,2025-03-11 16:19:03,3397.76
R00004097,O00059968,P00197,Buyer remorse,2024-10-12 13:05:19,704.26
R00004098,O00059980,P00389,Not as described,2024-08-25 16:24:45,362047.13
R00004099,O00059997,P00629,Not as described,2025-01-09 16:53:40,1209.3
R00004100,O00060001,P00112,Buyer remorse,2025-02-09 17:55:38,868.05
R00004101,O00060010,P00571,Wrong item,2025-05-01 19:28:29,133.83
R00004102,O00060018,P00692,Wrong item,2025-04-07 11:06:06,2580.23
R00004103,O00060085,P00321,Wrong item,2025-06-02 13:23:09,948.56
R00004104,O00060093,P00217,Damaged,2025-05-30 03:19:20,3537.66
